Goal,Exam,Subject,Unit,Chapter Name,"All book questions live

(Vipin)","All acquired questions live

(Ajay & Tanishq)",No NQE Deficiency,No PAJ Deficiency,"No ATG Deficiency

(Vipin)","Chapter Appearing in right sequence

(Ajay & Tanishq)","Topic Appearing in right sequence

(Ajay & Tanishq)","Video Appearing in right sequence

(Ajay & Tanishq)",NQE verification for each chapter,"KG Widget showing all data

(Gopi)","Chapter Tests Visible

(Gopi)","Chapter Tests Tiles Verified

(Gopi)",Topic Tile approved,Chapter Tile approved,Searchable,Growth Hack Dashboard Visible,C Support Actions Identified,C Support Actions Enabled,Questions Live
CBSE,3rd CBSE,Environmental Studies,Social Science,A Beautiful Cloth,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,A House Like This,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Chhotu’s House,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Families can be Different,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,From Here to There,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Here Comes a Letter,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,It’s Raining,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Left – Right,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Life of Early Man,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Making Pots,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Our First School,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Saying without Speaking,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Sharing Our Feelings,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Environmental Studies,Social Science,Work We Do,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Can We Share?,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Fun with Give and Take,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Fun with Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Give and Take,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,How Many Times?,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Long and Short,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Play with Patterns,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Rupees and Paise,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Time Goes On,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Arithmetic,Who is Heavier?,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Geometry,Jugs and Mugs,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Geometry,Shapes and Designs,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Geometry,Where to Look From,,,,,,,,,,,,,,,,,,,Not found
CBSE,3rd CBSE,Mathematics,Statistics,Smart Charts!,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,A Busy Month,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,A Day with Nandu,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Abdul in the Garden,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Anita and the Honeybees,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Basva’s Farm,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Clothes We Wear,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Ear to Ear,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,From Market to Home,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,"Our Teeth, Digestion and Microbes",,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,Spicy Riddles,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,The Story of Amrita,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Life Science,The Valley of Flowers,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Physical Education,"Hu Tu Tu, Hu Tu Tu",,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Physical Sciences,Force and Friction,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Physical Sciences,"Force, Work and Energy",,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,A River’s Tale,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Changing Families,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Changing Times,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Chuskit Goes to School,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Defence Officer: Wahida,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Eating Together,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Food and Fun,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,From the Window,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Going to School,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Home and Abroad,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Nandita in Mumbai,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Omana’s Journey,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Pochampalli,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,Reaching Grandmother’s House,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,The World in my Home,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Environmental Studies,Social Science,"Too Much Water, Too Little Water",,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,A Trip to Bhopal,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,Halves and Quarters,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,How Heavy? How Light?,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,Jugs and Mugs,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,Tables and Shares,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,The Junk Seller,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Arithmetic,Tick Tick Tick,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,Building with bricks,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,Carts and Wheels,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,Fields and Fences,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,Long and short,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,Play with Patterns,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Geometry,The Way the World Looks,,,,,,,,,,,,,,,,,,,Not found
CBSE,4th CBSE,Mathematics,Statistics,Smart Charts,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,A Seed Tells a Farmer’s Story,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,A Treat for Mosquitoes,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,From Tasting to Digesting,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Mangoes Round the Year,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Safety and First Aid,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Seeds and Seeds,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Soil,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Super Senses,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,What if it Finishes...?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Life Sciences,Who will do this Work?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Education,Across the Wall,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Education,Safety and First-aid,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Education,Up You Go!,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,"Blow Hot, Blow Cold",,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,Energy and Work,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,Experiments with Water,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,Matter and Materials,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,Simple Machines,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,Sunita in Space,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Physical Sciences,The Moon and Eclipses,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,A Shelter so High!,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,A Snake Charmer’s Story,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,Disease and Accidents,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,Every Drop Counts,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,"Like Father, Like Daughter",,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,No Place for Us?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,On the Move Again,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,Walls Tell Stories,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,When the Earth Shook!,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Environmental Studies,Social Science,Whose Forests?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithemtic,Can You See the Pattern?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,Area and its Boundary,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,"Be My Multiple, I'll be Your Factor",,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,Can You See the Pattern?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,Parts and Wholes,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,Tenth and Hundredths,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,The Fish Tale,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Arithmetic,Way to Multiply and Divide,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,Boxes and Sketches,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,Does it Look the Same?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,How Big? How Heavy?,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,How Many Squares,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,Mapping Your Way,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Geometry,Shapes and Angles,,,,,,,,,,,,,,,,,,,Not found
CBSE,5th CBSE,Mathematics,Statistics,Smart Charts,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Decimals,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Fractions,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Integers,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Knowing Our Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Playing with Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Ratio and proportion,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Squares and Cubes,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Arithmetic,Whole Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Elementary Algebra,Algebra,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Geometry,Basic Geometrical Ideas,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Geometry,Mensuration,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Geometry,Practical Geometry,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Geometry,Symmetry,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Geometry,Understanding Elementary Shapes,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Mathematics,Statistics,Data Handling,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,Body Movements,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,Components of Food,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,Food: Where Does It Come From?,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,"Garbage in, Garbage out",,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,Getting to Know Plants,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Biology,The Living Organisms - Characteristics and Habitats,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Air Around Us,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Changes Around Us,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Fibre to Fabric,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Separation of Substances,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Sorting Materials into Groups,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Chemistry,Water,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,General Science,Science Around You,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Physics,Electricity and Circuits,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Physics,Fun With Magnets,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Physics,"Light, Shadows and Reflections",,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Physics,Motion and Measurement of Distances,,,,,,,,,,,,,,,,,,,Not found
CBSE,6th CBSE,Science,Physics,"Rain, Thunder and Lightning",,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Algebra,Algebraic Expressions,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Algebra,Logical Reasoning,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Algebra,Simple Equations,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Arithmetic,Comparing Quantities,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Arithmetic,Exponents and Powers,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Arithmetic,Fractions and Decimals,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Arithmetic,Integers,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Arithmetic,Rational Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Congruence of Triangles,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Lines and Angles,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Perimeter and Area,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Practical Geometry,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Symmetry,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,The Triangle and its Properties,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Geometry,Visualizing Solid Shapes,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Mathematics,Statistics,Data Handling,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Forests: Our Lifeline,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Nutrition in Animals,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Nutrition in Plant,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Reproduction in Plants,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Respiration in Organisms,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,Transportation in Animals and Plants,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Biology,"Weather, Climate and Adaptations of Animals to Climate",,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,"Acids, Bases and Salts",,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Fibre to Fabric,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Matter,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Physical and Chemical Changes,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Soil,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Wastewater Story,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Chemistry,Water: A Precious Resource,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Physics,Electric Current and its Effects,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Physics,Heat,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Physics,Light,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Physics,Motion and Time,,,,,,,,,,,,,,,,,,,Not found
CBSE,7th CBSE,Science,Physics,"Winds, Storms and Cyclones",,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Algebraic Expressions and Identities,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Direct and Inverse Proportions,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Factorisation,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Linear Equation and Inequality,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Linear Equations in One Variable,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Set Concepts,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Squares and Square Roots,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Algebra,Venn-Diagrams,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Comparing Quantities,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Cubes and Cube Roots,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Exponents and Powers,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Playing with Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Rational Numbers,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Arithmetic,Squares and Square Roots,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Geometry,Mensuration,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Geometry,Practical Geometry,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Geometry,Understanding Quadrilaterals,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Geometry,Visualising Solid Shapes,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Statistics,Data Handling,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Mathematics,Statistics,Introduction to Graphs,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Cell - Structure and Functions,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Conservation of Plants and Animals,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Crop Production And Management,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Microorganism Friend and Foe,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Pollution of Air and Water,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Reaching the age of Adolescence,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Biology,Reproduction in Animals,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Chemistry,Coal and Petroleum,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Chemistry,Combustion and Flame,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Chemistry,Material : Metals and Non-Metals,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Chemistry,Synthetic Fibres and Plastics,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Chemical Effects of Electric Current,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Force and Pressure,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Friction,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Light,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Machines,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Some Natural Phenomenon,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Sound,,,,,,,,,,,,,,,,,,,Not found
CBSE,8th CBSE,Science,Physics,Stars and The Solar System,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Algebra,Linear Equations in Two Variables,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Algebra,Polynomials,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Area of Parallelogram and Triangles,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Circles,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Constructions,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Coordinate Geometry,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Heron's Formula,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Introduction to Euclid's Geometry,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Lines and Angles,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Quadrilaterals,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Surface Areas and Volumes,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Geometry,Triangles,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Statistics and Probability,Probability,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Mathematics,Statistics and Probability,Statistics,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,Diversity in Living Organisms,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,Improvement in Food Resources,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,Natural Resources,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,The Fundamental Unit of Life,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,Tissues,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Biology,Why Do We Fall Ill?,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Chemistry,Atoms and Molecules,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Chemistry,Is Matter around Us Pure?,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Chemistry,Matter in our Surroundings,,,,,,,,,,,,,,,,,,,Not found
CBSE,9th CBSE,Science,Chemistry,Structure of The Atom,,,,,,,,,,,,,,,,,,,Not found
